Codigo,NBI93,NBI2005
70702,68.37614679,46.64648249
70708,67.05921938,53.63784059
70713,78.89085818,65.08636775
70717,65.00941873,50.0727509
70742,66.72878829,49.32173613
70771,87.73931458,54.39657438
70820,57.30942652,43.03144374
70823,69.44414521,43.99548355
73001,21.96752231,14.89282259
73024,40.48383644,28.80091796
73026,51.54435058,33.07839388
73030,38.84120172,34.51834409
73043,51.59327627,100
73055,32.59270494,29.82004134
73067,72.12550506,43.9623055
73124,38.55959904,20.29677473
73148,34.58131372,24.95477899
73152,42.61179019,18.64650828
73168,55.65970815,26.56285143
73200,53.08464849,37.6146789
73217,91.56734329,36.3507109
73226,47.6257228,25.57624114
73236,42.60860506,34.1815897
73268,33.92142281,22.15038223
73270,49.67396367,24.02717727
73275,32.91886005,18.99731329
73283,41.01590316,19.20332334
73319,42.85758466,28.00600126
73347,39.71894213,11.22355106
73349,22.72350993,18.07876001
73352,43.05502484,20.42937518
73408,29.28215705,25.89124876
73411,31.83227075,20.87394401
73443,35.7410499,16.98076026
73449,35.85074768,14.17955187
73461,46.88933749,33.59123146
73483,59.18166017,41.32792309
73504,72.44144401,43.64604125
73520,47.4,30.64699205
73547,47.13797035,26.21419676
73555,66.4258794,36.77354184
73563,43.36283186,18.83780883
73585,41.78483213,25.77609297
73616,68.52650266,33.42042755
73622,46.32177825,26.87462508
73624,58.04692512,31.539691
73671,37.86741494,28.17971839
73675,57.94742661,33.80831993
73678,58.3416771,36.91128149
73686,45.89528119,27.98557909
73770,61.30063966,38.12726332
73854,58.13906752,37.30923695
73861,41.85039632,31.35515656
73870,40.87964814,17.61876128
73873,41.35531136,25.26929982
76001,20.64410105,10.86808927
76020,37.55030181,22.57085197
76036,27.33517794,16.80478373
76041,40.33118382,31.45359979
76054,31.31002689,28.8397049
76100,35.95171661,13.20702145
76109,36.03711225,34.45847284
76111,21.29520365,9.465355428
76113,29.0601576,14.51296385
76122,29.47255443,15.11867857
76126,29.89134398,15.43780255
76130,28.37277154,17.89265149
76147,22.36624938,15.44808648
76233,35.27711,18.1906757
76243,35.69484937,18.04448175
76246,38.68604651,18.36734694
76248,27.97157623,19.44043336
76250,39.53229399,20.5602023
76275,33.00065985,18.47777787
76306,34.05958204,11.13373473
76318,27.89958937,19.30857667
76364,27.69342611,8.486389976
76377,28.44897136,14.11817772
76400,29.9787234,16.20817682
76403,34.24757459,14.78271543
76497,41.07260124,31.40754692
76520,21.6170553,10.04978325
76563,35.85807424,22.80360396
76606,37.02526857,15.35644693
76616,39.72454348,19.36380761
76622,27.96136248,15.25379718
76670,29.81559095,12.26738586
76736,28.19908289,16.08411798
76823,32.78005035,25.69064722
76828,30.40938988,18.59673025
76834,24.23607885,13.39796893
76845,35.67078797,16.17786187
76863,36.36570907,11.07917429
76869,34.75422427,14.74048443
76890,31.11878056,16.46182523
76892,30.67776457,18.01190022
76895,25.00459081,15.06355287
81001,43.3393488,31.41715143
81065,64.8358891,42.14734586
81220,59.72333067,51.61839864
81300,71.46648971,100
81591,61.22298625,36.10210697
81736,45.333794,28.33094415
81794,57.68470123,100
85001,40.09250355,20.51414764
85010,42.94088911,22.14633472
85015,39.59,32.11267606
85125,57.30516599,40.43374926
85136,84.01221996,21.28712871
85139,53.78717472,30.20802813
85162,39.30201738,26.33030334
85225,81.33664089,39.95186522
85230,75.18573551,50.67105596
85250,57.45662201,32.75058766
85263,64.60708783,40.26864819
85279,48.25,38.74239351
85300,47.58948137,14.34289526
85315,63.49036403,20.12917115
85325,66.92207064,31.87081048
85400,79.51826448,42.00940071
85410,52.42922055,30.15623465
85430,52.45239469,48.80528724
85440,45.89519651,27.30606443
86001,52.62171361,23.87265437
86219,61.48409894,13.41107872
86320,78.53609032,41.40419485
86568,71.10503605,21.04247356
86569,89.34531451,22.11764706
86571,95.20335384,100
86573,81.27883046,32.27387287
86749,50.8984726,14.89575484
86755,61.68857847,17.57838559
86757,100,23.99283796
86760,100,20.27871216
86865,93.79288833,27.67340468
86885,85.20716946,24.67882837
88001,34.03862447,52.0458741
88564,24.63541667,23.00070771
91001,50.07256256,30.85829751
91540,100,29.43480694
94001,100,45.3155228
95001,72.76058342,38.03806663
95015,89.27406199,18.90834192
95025,90.76448021,100
95200,80.90598507,27.59270899
97001,100,40.26435804
97161,100,100
97666,100,27.87878788
99001,56.71532847,39.10751765
99524,85.80808081,100
99624,100,46.68449198
99773,100,46.43334819
