Codigo,NBI93,NBI2005
19290,57.74090138,23.67223065
19318,68.09902339,97.55015885
19355,76.58866301,24.74793767
19364,100,23.15010571
19392,70.31919962,41.80790961
19397,79.38724938,30.78393882
19418,64.19824734,56.98032709
19450,62.3961039,37.64835165
19455,40.00103509,51.24330318
19473,78.48595347,25.8044164
19513,46.02809118,18.6824092
19517,87.12389226,21.36498516
19532,56.96067593,26.70859434
19533,78.8,100
19548,47.51297578,26.46836866
19573,31.71096476,18.52235243
19585,89.63545982,44.71126358
19622,62.89951953,26.54621265
19693,73.2513181,36.21964097
19698,38.20116194,14.06851413
19701,76.82758621,67.40847093
19743,80.02838745,12.22249938
19760,67.15856481,30.93333333
19780,70.22874192,28.39807133
19785,71.4,55.71984436
19807,39.62280896,25.40845327
19809,77.81574451,59.32806324
19821,99.8855359,32.85978999
19824,85.65984591,32.3953824
19845,51.5,34.32072255
20001,42.733578,27.2192698
20011,51.99454109,36.03181395
20013,56.49685499,43.94090808
20032,76.23804854,62.82817913
20045,71.16357504,46.15632582
20060,64.09119134,49.98562915
20175,72.83954853,56.17090212
20178,68.35610026,45.21344428
20228,68.7276847,41.27585743
20238,61.02941176,46.19026897
20250,75.74695376,58.87546209
20295,59.54576337,43.28948413
20310,60.27721433,30.90145052
20383,66.33413228,52.45665688
20400,71.81232583,51.283504
20443,64.52550886,47.63395323
20517,62.49050873,44.00331387
20550,68.50370801,51.76765764
20570,71,48.67397707
20614,65.26626793,20.87894113
20621,59.10877469,38.68938618
20710,44.89058849,28.8523778
20750,58.48880597,32.34849636
20770,60.63090606,39.03078951
20787,69.54434624,54.49725059
23001,49.72318213,34.29470815
23068,74.56390328,49.08269968
23079,71.66532475,49.35616038
23090,90.64164342,65.3190875
23162,55.33177513,36.87129476
23168,69.65585407,60.84487043
23182,62.58562936,41.16534072
23189,62.2329576,47.00957469
23300,76.9,71.33683596
23350,79.8,52.40034698
23417,70.60262773,51.04731272
23419,87.70263294,73.11097993
23464,73.42854624,62.21082621
23466,61.26569586,41.13660693
23500,82.0649101,54.0380706
23555,60.58694628,43.80830556
23570,74.42720219,46.13511966
23574,86.53439882,58.43458604
23580,77.11052013,51.72599039
23586,78.27395091,53.65654587
23660,66.15327761,41.55309784
23670,92.31467112,53.68143822
23672,83.33804969,61.70671551
23675,81.04804205,45.16331623
23678,78.97164716,50.97480832
23686,73.11157311,42.15195307
23807,78.4878099,52.78465628
23855,79.67437653,58.0013175
25001,28.6492068,15.17011361
25019,31.76379776,20.5744823
25035,39.55977137,21.24764497
25040,39.40340465,16.64935065
25053,40.5691452,20.66367059
25086,48.28220859,33.23442137
25095,53.3105802,12.81407035
25099,34.95245969,20.100164
25120,45.01694915,23.66026289
25123,35.97948489,16.11039795
25126,24.08062356,10.91717479
25148,61.07659219,19.56071281
25151,38.95931043,16.58333899
25154,46.75340768,26.54590881
25168,47.57778653,14.65629053
25175,16.89594825,6.12990136
25178,46.67188724,15.69326795
25181,32.16995448,16.51544936
25183,37.1399842,34.2382496
25200,23.58043531,10.21555764
25214,21.60309369,15.22519739
25224,36.18344345,24.40106477
25245,32.78220169,14.05546807
25258,71.75009003,11.65501166
25260,29.8,27.86565325
25269,21.66476958,12.05653409
25279,35.43603062,13.51351351
25281,54.00502874,26.50847458
25286,26.15275929,13.14132678
25288,32.71957672,9.956709957
25290,27.2360684,16.05386182
25293,41.27794402,21.73678533
25295,29.01167031,24.23102719
25297,40.82445251,10.26222078
25299,41.95323246,7.165605096
25307,24.96371726,19.20225446
25312,35.2,18.03278689
25317,36.99602499,28.38983051
25320,34.4428301,27.89337076
25322,27.68423354,11.92263547
25324,60.80717489,37.17579251
25326,30.79230633,9.017341041
25328,43.15514993,11.84210526
25335,57.80004089,22.45989305
25339,65.00311915,28.29949239
25368,65.09090909,26.31578947
25372,37.53535354,9.290322581
25377,21.08430347,4.487042062
25386,38.70478779,11.96563201
25394,57.00619408,16.64092755
25398,64.71041282,20.23060797
25402,36.42458101,15.07160718
25407,37.53434476,17.66715471
25426,48.79699248,17.48201439
25430,27.03594822,13.66042329
25436,37.18448002,10.26653504
25438,61.57772206,25.78031213
25473,40.28961237,10.21083645
25483,54.87480021,41.87969925
25486,34.99701493,14.55728848
25488,42.62777024,18.67507886
25489,63.63107361,14.75702185
25491,59.4097112,16.6093929
25506,43.29382408,12.59500543
25513,35.86336107,17.49611681
25518,64.99753735,16.07142857
25524,41.7652212,24.24547284
25530,59.1447057,27.28599222
25535,36.96823129,22.28456914
25572,38.38153453,19.07534151
25580,57.78049526,23.6013986
25592,55.31070081,24.78134111
25594,53.29341317,29.28301887
25596,55.27944112,17.26190476
25599,50.2270397,23.50049164
25612,50.85091899,29.80542453
25645,31.37349398,33.17307692
25649,42.50408152,20.80288356
25653,52.84742881,22.11981567
25658,31.62365764,20.56207755
25662,38.81300973,13.32123412
25718,39.34123274,10.55900621
25736,17.58,8.8260497
25740,27.1886495,12.53327721
25743,39.90092079,18.03747183
25745,28.42895838,16.49683767
25754,27.66470343,15.96862278
25758,19.3673794,8.683699037
25769,27.61476148,12.20300323
25772,30.05050505,21.403141
25777,35.9423275,19.90846682
25779,40.56322268,29.28556551
25781,45.68206821,19.83655275
25785,21.39521018,14.75541448
25793,44.56646451,21.3653603
25797,38.79010082,24.35530086
25799,20.37654442,17.13419257
25805,43.99117971,32.68551237
25807,47.49270363,9.147609148
25815,41.51238963,25.15103005
25817,28.20652668,22.37768048
25823,61.49047932,29.4890511
25839,49.44253859,26.19311876
25841,52.90747637,11.91895113
25843,32.77644153,16.36537167
25845,37.16771387,24.98776876
25851,58.09588422,32.10364515
25862,60.75870647,20.84717608
25867,39.27174976,26.9000854
25871,47.16193656,29.09760589
25873,31.47753237,17.64692499
25875,42.82944066,12.14139708
25878,48.40293188,31.37596417
25885,73.11005361,32.81972265
25898,30.00997009,31.83201461
25899,19.39035815,11.43847067
27001,80.94708344,90.45452675
27006,68.63468635,31.93670604
27025,99.15444349,99.87301587
27050,94.3,97.50425411
27073,67.63427393,67.50964424
27075,41.22178673,27.61950748
27077,81.97208767,43.39940953
27099,83.05270063,96.93640397
27135,80.4,52.87107259
27150,94,88.45771144
27160,78.3,92.68620597
27205,88.33705713,65.23727845
27245,46.52684813,13.15090329
27250,90.68736142,54.45736434
27361,80.55181475,92.26431209
27372,67.2252813,93.07253464
27413,93.30804089,40.49135578
27425,94.3,100
27430,91.1,100
27450,80.4,44.62209302
27491,55.54601227,53.35051546
27495,59.73724884,37.1398079
27580,78.2,83.48909657
27600,94.3,99.37660433
27615,94.81810861,90.66216415
27660,72.18020917,30.18480493
27745,96.07367911,24.56140351
27787,84.04596341,89.25907239
27800,74.65759325,40.85750315
27810,80.4,69.13988658
41001,26.16244287,15.95814362
41006,56.75,97.69048133
41013,52.53768497,37.74690688
41016,48.27940901,32.29174107
41020,53.02485698,40.13983286
41026,32.86097281,15.11000415
41078,52.9470281,100
41132,42.76770376,22.71654486
41206,60.64678248,40.68364611
41244,39.94457641,20.24141133
41298,38.22571022,18.53225322
41306,39.37666684,20.68826228
41319,48.38075707,20.05146901
41349,48.17640491,25.30330557
41357,54.18620228,12.95971979
41359,57.49434389,28.64605098
41378,56.04636974,32.14189734
41396,51.82879377,22.43053081
41483,66.79710428,30.24854574
41503,55.5748431,47.04475572
41518,48.17787419,17.2345679
41524,38.00566572,30.69208026
41530,58.62156341,26.29435718
41548,56.9292697,27.70919067
41551,39.99664624,26.22471772
41615,41.9092967,29.99733747
41660,55.74102175,30.59255857
41668,58.45153406,30.08228637
41676,51.54831199,23.95604396
41770,59.19220056,23.47798939
41791,41.2297579,31.22098422
41797,45.15870899,25.78990562
41799,51.84818984,44.33255496
41801,45.94431904,20.84212027
41807,40.51776961,21.01366495
41872,49.87679374,28.56552294
41885,40.5204461,18.31929901
44001,57.67453375,40.20199391
44035,66.9,27.87719622
44078,44.27244582,28.77962159
44090,68.6,39.35803112
44098,52.4,31.01341304
44110,60.19,43.22437072
44279,49.61545405,27.67153616
44378,48.4,32.41010903
44420,91.9,57.27176221
44430,57.95713437,51.51306848
44560,100,50.42271469
44650,49.33293309,24.58131742
44847,99.42893059,43.2611341
44855,59.85115156,35.82575917
44874,49.63701431,32.96185332
47001,34.76222513,27.41091829
47030,63.9,63.02919672
47053,61.49987459,61.96012608
47058,76.18381839,54.88141394
47161,69.61983104,58.10620301
47170,75.68627451,64.39225981
47189,52.7232747,40.7406592
47205,68.4,72.36539934
47245,64.19741815,51.22864674
47258,65.6823838,67.27744166
47268,66.3,55.07233274
47288,51.82639933,38.88797382
47318,66.50768149,41.15288648
47460,81.8,90.18228334
47541,73.34333781,73.31896552
47545,78,77.96448954
47551,62.4,39.31851432
47555,70.70734119,57.21707706
47570,71.24083735,68.31563354
47605,72.85726231,61.95495996
47660,75,57.79045332
47675,85.09398049,55.73274122
47692,78.63627584,51.84246442
47703,84.37272507,55.18617021
47707,73.24710451,58.15832803
47720,78,79.84648048
47745,76.56801008,60.75921924
47798,81.99775773,57.16282672
47960,74.6,83.76231331
47980,62.7,48.91614433
50001,25.31266787,16.10059376
50006,34.06026158,21.5613441
50110,55.29786266,38.21174377
50124,56.82326622,42.28611501
50150,44.0333507,17.0212766
50223,49.54756664,24.38863186
50226,34.73847977,21.1998645
50245,26.38081395,28.15533981
50251,66.62111018,35.16732842
50270,48.76325088,31.30769231
50287,45.71497643,36.75198893
50313,36.29106449,25.14853691
50318,29.44223108,17.58941695
50330,74.41658714,100
50350,80.38177094,100
50370,91.60028965,44.9318569
50400,54.6311971,32.53989014
50450,89.03603995,100
50568,73.34092279,40.05453962
50573,46.83908046,27.37342568
50577,67.91769861,41.36245111
50590,82.61545743,100
50606,35.62542854,14.28571429
50680,46.67795176,39.60269145
50683,64.33283185,32.05839416
50686,24.71685543,29.0625
50689,34.2439492,25.55046372
50711,78.44509948,43.97332063
52001,26.59575202,11.06797999
52019,85.62157099,23.21400899
52022,57.97282307,40
52036,76.18256112,28.44243792
52051,59.93565191,55.39070228
52079,88.43001548,57.63621123
52083,51.16877971,18.64811133
52110,57.45322186,33.27036104
52203,65.70658169,31.07170393
52207,51.49189293,36.10785463
52210,40.11927789,57.0030896
52215,75.22350993,34.79295574
52224,67.47409893,40.49504951
52227,83.60641179,16.68660287
52233,74.76125512,100
52240,58.59264163,40.17828717
52250,76.9782802,86.45366488
52254,80.6,37.27678571
52256,99.69896672,86.76759181
52258,70.8183776,24.97297297
52260,73.86730549,24.65243783
52287,45.1,48.93977947
52317,75.78129246,21.29773362
52320,78.92020089,24.37350835
52323,34.75232198,32.96089386
52352,54.15873016,37.6300578
52354,63.84357006,35.51673945
52356,36.7539781,17.29401946
52378,41.37953537,40.9774207
52381,80.42081804,20.90666667
52385,79.90484187,26.72277749
52390,70.8,99.14442163
52399,41.5814937,28.30522455
52405,81.35424721,52.60448213
52411,79.44632421,31.03448276
52418,82.75808458,48.33179724
52427,96.55485041,54.69747644
52435,52.40621448,51.25253893
52473,81.15815691,97.80564263
52480,50.8,37.29393468
52490,83.22304036,34.57164634
52506,54.29523396,31.855031
52520,75.70318021,73.26619799
52540,78.96649172,34.4201211
52560,64.00542291,22.9925187
52565,96.2951235,33.20528211
52573,52.49103228,28.61724875
52585,36.73846546,26.08612805
52612,76.18129219,28.39147287
52621,90.04829833,49.58775029
52678,81.75527756,36.11891128
52683,56.83908046,27.39745102
52685,83.72429127,24.45582586
52687,61.94644024,32.63254113
52693,63.82395803,20.84405558
52694,68.43065693,14.85507246
52696,79.02719665,100
52699,90.4,29.52737483
52720,55.86002372,38.09819764
52786,55.13682565,35.54937413
52788,46.06920515,31.49118628
52835,57.54265556,48.7376175
52838,53.04846,22.55676239
52885,48.34377798,39.86793232
54001,30.8554539,22.40448293
54003,71.79658855,36.19449861
54051,60.90172948,27.97356828
54099,37.3399195,13.52636128
54109,76.70046472,46.21072089
54125,47.10620525,26.23188406
54128,61.65069823,14.77799868
54172,31.55730827,18.17329671
54174,56.22231597,24.47030737
54206,55.84687724,21.5894378
54223,52.36211822,22.93144208
54239,47.16026242,24.60650577
54245,72.55831698,31.06129918
54250,86.14342768,50.32
54261,56.01848998,35.61047038
54313,42.40666369,20.06226219
54344,87.43986614,37.72819473
54347,46.49871057,22.57169288
54377,52.02859993,12.16640502
54385,70,34.58235753
54398,70.46848493,13.89312977
54405,27.52641731,18.12187145
54418,49.45054945,17.82094595
54480,48.87762491,12.88659794
54498,37.58964492,21.58693671
54518,30.70688371,11.08546635
54520,47.37464522,20.56650246
54553,53.2,43.16202212
54599,46.43435981,27.17675491
54660,54.70593788,36.09001407
54670,83.08951585,44.55275229
54673,49.68383017,30.2340291
54680,57.90598291,21.29310345
54720,63.93333965,28.9717288
54743,58.70903344,20.71269488
54800,76.4375476,34.73782772
54810,68.57101365,40.3059241
54820,48.84382989,16.95197337
54871,55.65742397,33.80440927
54874,39.06063337,21.832634
63001,17.92766159,13.03776634
63111,27.39075364,10.83404987
63130,25.08085048,14.01544617
63190,27.53512741,16.18755874
63212,30.75135554,18.05302775
63272,29.61277659,16.93674186
63302,31.55797861,22.31628108
63401,37.40525051,22.56475178
63470,33.66408826,22.84349793
63548,30.22534071,18.16031037
63594,34.44872884,20.10838523
63690,31.34438851,16.86851711
66001,22.74404399,10.77215819
66045,29.04411765,15.71571824
66075,34.54062137,23.22467986
66088,34.94807122,18.42964577
66170,20.79642852,12.27102289
66318,32.03730371,16.8273203
66383,40.625,16.97588126
66400,32.86856819,23.48425652
66440,33.78480466,24.06984989
66456,59.0177997,21.89380068
66572,54.71748639,24.88125685
66594,48.49993657,19.48093219
66682,24.72357668,16.77761168
66687,32.7770051,16.19513687
68001,17.8573624,11.18746026
68013,59.26356589,15.48672566
68020,32.71812081,19.56521739
68051,58.82017669,22.47086247
68077,29.46698654,15.94588899
68079,45.90146299,10.46743907
68081,29.47823197,20.52762305
68092,45.58191668,20.16274864
68101,54.11563352,20.74659009
68121,74.44,41.93548387
68132,30.60150376,21.04651163
68147,57.04380712,18.61198738
68152,73.74842993,28.57142857
68160,81.03534097,8.764044944
68162,65.0084317,24.77366255
68167,32.84074961,14.90927765
68169,45.56414219,6.902654867
68176,52.98438935,28.00982801
68179,56.92169621,27.47252747
68190,58.62714958,32.74233053
68207,61.46491904,20.69246436
68209,49.0729783,24.51253482
68211,31.53594771,23.94622093
68217,50.63408599,15.30139104
68229,44.39169795,18.58272506
68235,70.23543564,31.73567204
68245,55.77342048,18.6440678
68250,72.84422809,33.16062176
68255,56.03856971,28.40909091
68264,55.48172757,20.73170732
68266,69.12897016,14.21319797
68271,61.8615412,34.23284503
68276,16.16939065,8.87359516
68296,52.93093442,23.36956522
68298,60.10729614,18.22541966
68307,23.97128766,12.46608679
68318,59.52624653,26.91477886
68320,36.49785915,16.34860051
68322,34.16782568,17.63485477
68324,33.19536424,16.46423752
68327,47.88330774,21.01293103
68344,61.02003643,40.4137931
68368,45.53376906,21.95734003
68370,58.04837364,38.59649123
68377,47.16666667,18.25301205
68385,62.59596359,37.34939759
68397,49.86835992,8.718626156
68406,36.80748798,16.65636985
68418,54.6020223,24.62627852
68425,60.80336046,31.83520599
68432,25.54425872,14.65062499
68444,40.73897875,14.0871177
68464,48.13136064,20.46320727
68468,62.83609576,9.6
68498,46.6545381,7.740916272
68500,39.84874927,27.14123341
68502,56.69695193,13.17204301
68522,60.40076336,31.47877013
68524,47.96498906,26.47058824
68533,41.04504505,17.89193977
68547,23.48472245,8.376544026
68549,33.57834948,6.424808508
68572,34.15730337,16.38397411
68573,62.74277594,53.28158081
68575,64.0222239,44.80455844
68615,52.88602641,23.90796727
68655,49.34917297,24.3557041
68669,50.83698863,14.34519304
68673,45.27027027,25.49019608
68679,21.39908322,7.936547788
68682,57.48640137,11.48459384
68684,56.88141923,19.63123644
68686,65.02361275,18.09045226
68689,39.89977601,15.64949953
68705,62.93418647,19.35483871
68720,61.23657904,18.76106195
68745,59.54242355,25.20699172
68755,21.41659492,9.464513918
68770,43.35126113,22.47608927
68773,47.8201502,11.71875
68780,54.10126582,20.80123267
68820,37.63031275,16.89860835
68855,39.15193473,11.38443936
68861,40.00198373,19.50888575
68867,28.08314088,13.79310345
68872,39.65881855,19.56709957
68895,27.92595541,12.24228788
70001,45.83842381,40.4050736
70110,70.80979284,54.55176242
70124,80.87887324,53.8647343
70204,86.34014275,80.59752747
70215,51.12727433,41.81515354
70221,62.6,71.12110504
70230,87.3336619,65.78842315
70233,61.9,75.17260425
70235,62.5,45.2120874
70265,83.92234943,64.83574709
70400,80.63095238,54.49055134
70418,78.25291097,49.80910486
70429,89.19565683,54.54429676
70473,72.03278357,58.62194677
70508,74.12498909,50.76437526
70523,86.93272824,55.19421861
70670,78.80653793,58.99189863
70678,85.7,52.84112545
